context_id,context_note
4152,Floor
4152,"Hard, plastic bright orange clay <BR>Inclusions: &lt;1% stones (S-A) (2-6mm) (6-20mm) <BR>Extent: 14m x 6m; Thickness: 0.01-0.15m <BR>Possibly several layers of clay distinguishable only by burn patches within the clay <BR>Clear edge definition  {}"
4153,Gravel spread
4153,"Gravel spread extending west from the N-S road side ditch. Strat below (3819) and (4166). Plan no: 29.105, 29.106, 32.101"
4153,NO CARD
4158,Cut
4158,Cut for earlier feature presumably causing the slumping into which the house platform/working area are slumping. Found in slot 13.
4158,NO CARD
4159,NO CARD
4159,Yellow gravel
4159,Yellow gravel layer into which (4158) is cut. Found in slot 13.
4160,Green-yellow clay
4160,Green-yellow clay containing a small hearth and a quenching pot. Same as (4222). Number (4160) was used for XRF sampling. Planned and recorded as (4222).
4160,NO CARD
4167,Accumulation deposit
4167,"Accumulation deposit. Maybe part of previous context. Completely removed in 2003. Plan no: 20.90, 20.91 Spot date: late 1st - mid 2nd century AD"
4167,"Compact, dark greyish brown (10YR 4/2) silty clay Inclusions: <5% bone; <5% pottery Extent: 1.2m x 0.7m    Thickness: 0.02m Edge definition: Vague"
4169,Fill of post hole [4177]
4169,Fill of post hole [4177] with flint packing found amongst CBM set into house floor. Strat above (3817). Completely removed in 2003. Plan no: 21.84 Spot date: Neronian-Flavian
4169,"Loose, dark greyish brown clay/silt Inclusions: 40% flints (S-A) (R) (2-6cm); 1% flints (S-A) (6-20cm); 1% large flints (S-A) (20-60cm) Extent: 0.37m x 0.45m    Thickness: 0.33cm"
4170,Clay floor
4170,"Compact, mid-greyish green clay<BR>Inclusions: 5-15% stones (S-A) (R) (6-20mm) (2-6cm); 1-5% CBM (6-60mm) - more frequent in the northern extent<BR>Extent: 9m (E-W) x 10m (N-S)<BR>Colour and inclusions variable across the extent of the floor<BR>Clear edge definition  {}"
4170,"Large clay floor associated with large hearth. Original plan was to remove all the green clay as one, despite multiple layers being visible in the hearth section. Revised plan as of 17/08/03 was to take it down to the silt, gravel and tile demolition layer which seems to form a boundary between the upper and lower clays. N.B: floor seems to overlie and thus post date walls of similar alignment. Strat below (4799). Same as (4836) and (4222). Partially removed in 2003. Plan no: 20.117, 20.166, 21.148, 28.139, 28.140, 29.143, 29.144, 29.145, 29.146"
4171,NO CARD
4171,Yellowy gravel slump
4171,Yellowy gravel slump into platform area under (4152) in slot 13.
4172,Grey silty clay
4172,Grey silty clay slumping into platform area under (4171) in slot 13.
4172,NO CARD
4173,Mixed gravel
4173,Mixed gravel slumping into platform area under (4172) in slot 13.
4173,NO CARD
4174,Accumulation layer
4174,"Accumulation of possible road wash material overlying gravel slump (4150), but physically similar and physically over (4172). There is missing stratigraphy due to slumping and it is slightly dubious as to where (4174) and (4172) meet, thus as to what level gully [4221] is cut from. Strat below (4220) and (4223). Partially removed in 2003 - to be completed in 2004.  Plan no: 20.92  Accuracy rating - 4 <I>[ 01/01/2004]</I>"
4174,"Firm, mid-grey-brown silt  Inclusions: 5-15% stones (S-R) (2-6mm); 15% grit (2-6mm)  Extent: 3m x 1m; Thickness: 0.02m  Clear edge definition <I>[ 01/01/2004]</I>"
4177,Circular in plan measuring 0.43m x 0.45m with a depth of 0.33m Break of slope (top): sharp;   (base): moderately rounded Straight/slightly sloped sides with a flat base U-shaped profile Contains (4169)
4177,Post hole cut containing (4169)
4177,Post hole cut into House 1 clay (4152) with a CBM and small flint packing (4169).  Plan no: 21.88 Accuracy rating - 4
4179,"Firm, light grey silty clay Inclusions: 15-35% stones (S-R) (2-6cm); <2% CBM (5cm x 3xm); <1% bone; <5% pottery; <1% Fe nails Thickness: 0.01-0.02m  Poor edge definition"
4179,Occupation deposit
4179,"Part of slump layer, probably the same as (3812). Has been over-dug in some areas. Strat below (3737). Strat above (4152). Same as (4167). Completely removed in 2003. Plan no: 20.96, 20.97"
4184,Clay spread
4184,"Hard, yellow orange clay Extent: 1.65m x 0.6m    Thickness: 0.06-0.02m"
4184,"Thin and patchy clay spread overlying gravel. Possibly associated with the clay from the north west area of House 1. Cut by [1287}. Completely removed in 2003. Plan no: 21.90, 28.107, 28.108 Accuracy rating - 5 Spot date: pre-Flavian"
4186,Gravel floor
4186,"Gravel floor overlaying clay (4170). Truncated by Victorian trench and probably continues on the other side of the trench to the west. Seems to abutt (4170), gravel/clay boundary running diagonally, possibly following orientation of the early walls. Strat below (3532). Plan no: 20.99 Accuracy rating - 4"
4186,"Loose, dark grey medium sand Inclusions: >70% stones (S-A) (2-6cm) Extent: 2.1m (N-S) x 1.2m (E-W)      Diffuse edge definition"
4187,NO CARD
4187,Tiles on top of hearth
4187,"Tiles on top of hearth, set into house clay (4152) and contemporary with burning (4189). Cut by well [1044]. Plan no: 21.92"
4188,Friable dark grey clayey silt Inclusions: 15-35% stones (S-A) (2-6cm); 1-5% CBM (A) (2-6cm); 1-5% bone (2-6cm) Max extent: 4m x 4m    Thickness: 6-20mm Clear edge definition
4188,"Possible, grey silt accumulation deposit covering yellow and dark clay. Appears to be on the interior line of wall. Tile deposit under silt deposit. Strat below (3718). Cut by: [1035]. Plan no: 28.111, 28.112, 29.104 Accuracy rating - 5 Spot date: Pre-Flavian - mid 2nd century AD"
4188,Silty accumulation deposit
4189,Layer of burning on top of hearth (4216). Set in the house clay (4152) along with tiles (4187).  Strat above (4199);  Strat below (3817);  Cut by [1044]. Completely removed in 2003. Plan no: 21.93 Section no: 482 Sample no: 666 - micromorphology & 667 - bulk Spot date: Late 1st - 2nd century AD
4189,Layer of burning on top of hearth 4216
4189,"Loose, dark black medium particle silt Inclusions: 40% charcoal (6-20mm);  1% Burnt CBM (6-20mm) Extent: 0.63m (N-S) x 0.71m (E-W)   Thickness: 0.03m Moist in areas, sticking firmly to the underlying chalk"
4191,Clay floor
4191,Clay spread truncated by two Victorian trenches overlying possible wall. Strat below (3532). Strat above (4198). Completely removed in 2003.  Plan no: 28.109 Accuracy rating - 5
4191,"Firm, yellow orange clay Inclusions: 1-5% stones (S-R) (2-6mm) Extent: 0.33m x 0.51m    Thickness: 0.04m Clear edge definition"
4193,Clay floor
4193,"Firm, yellow green clay Extent: 0.4m x 0.17m    Thickness: 0.03m Clear edge definition"
4193,Very thin and patchy clay spread cut by Victorian trenches. Possibly associated with clay from the north west areas of House 1. Overlies an orange yellow clay. Strat below (3532). Strat above (4198). Contemporary with (4215). Completely removed in 2003. Plan no: 21.95 Accuracy rating - 5
4196,Burnt occupation deposit
4196,Patch of burnt clay resulting from repeated burning in a small area. Part of the green clay floor (4215) inside House 1. Strat above (4215); Strat below (3817). Completely removed in 2003 Plan no: 21.98 Accuracy rating - 4
4196,"Plastic, red clay Inclusions: <1% stones (S-A) (2-6cm) Extent: 0.3m x 0.27m;   Thickness: 0.03m"
4197,Discarded tile layer
4197,"Discarded tile layer in fill of pit. Part of fill (4179), on top of clay (4152). Completely removed in 2003. Plan no: 20.100 Accuracy rating - 4 Spot Date: ?2nd century AD"
4197,"Firm, light grey silty clay (matrix around the tiles) Inclusions: 15-35% stones (S-R) (2-6cm)  Tiles: 1) 0.14m x 0.1m x 0.1m;   2) 0.17 x 0.05m x 0.05m Extent: 1.2m x 0.7m x 0.05m"
4198,Clay floor
4198,"Firm, yellow orange clay Extent: 0.3m x 0.33m   Thickness: 0.04m Clear edge definition"
4198,Orange yellow clay underlying yellow green clay. Similar to clays associated with the north west house area but the connection is obscured by Victorian trenches. Slumps into beam slot that runs parallel to the wall. Strat below (4193) and (4191). Completely removed in 2003. Plan no: 21.100 Accuracy rating - 5 Spot Date: late 1st - 2nd century AD
4199,Chalk deposit from burning within hearth 4216 under layer of charcoal/silt (4189). Strat above (4200).  Completely removed in 2003. Plan no: 21.107 Section no: 482 Accuracy rating - 4
4199,Chalk deposit within hearth 4216
4199,"Hard, white/light grey chalky silt with no inclusions Extent: 0.36m (N-S) x 0.62m (E-W);   Thickness: 0.04-0.05m"
4200,Burnt CBM tile - part of hearth 4216
4200,Burnt CBM tile - part of hearth 4216. Probably forms the burning surface for the hearth. Stratified below  chalk layer (4199). Strat above (4201). Completely removed in 2003. Plan no: 21.108 Section no: 482 Accuracy rating - 4
4200,Roughly squared CBM tile measuring 0.41m x 0.4m orientated NW-SE
4201,Burnt clay on top of yellow clay (4202) and underneath CBM tile 4200. Originally part of the yellow clay into which the hearth was constructed and burnt during its use to form a separate context around the hearth. Completely removed in 2003.  Plan no: 21.111 Section no: 482
4201,Fill of hearth 4216
4201,"Soft, reddy brown / dark grey clayey silt  Inclusions: 5% Burnt CBM (S-A) (6-20mm);  15% charcoal (2-6mm);  60% flints (S-A) (2-6cm);  10% pebbles (S-R) (2-6cm) Extent: 1.04m x 0.44m   Thickness: 0.02m"
4202,Clay under burning within hearth 4216
4202,Clay under burning within hearth 4216. Found in hearth section only and therefore not excavated in 2003. Section no: 482
4202,NO CARD
4203,Gravel under (4201) and (4202)
4203,Gravel under (4201) and (4202). Under hearth 4216. Found in hearth section only and therefore not excavated in 2003. Section no: 482
4203,NO CARD
4204,Clay between gravel layers within hearth 4216. Found in hearth section only and therefore not excavated in 2003. Section no: 482
4204,Clay within hearth 4216
4204,NO CARD
4205,Gravel layer
4205,"Gravel layer under clay (4204), underneath hearth 4216. Found in hearth section only and therefore not excavated in 2003. Section no: 482"
4205,NO CARD
4206,Clay layer under gravel (4203)
4206,Clay layer under gravel (4203). Section no: 482
4206,NO CARD
4207,Clay layer
4207,Greyish clay under yellow clay (4204). Found in hearth section only and therefore not excavated in 2003. Section no: 482
4207,NO CARD
4208,Beam slot cut containing (4808)
4208,Beam slot cut containing (4808). Truncated by a Victorian trench at either end. Contemporary with and same as [4568]. Plan no: 21.145 Accuracy rating - 4
4208,"Rectangular in plan with sharp corners, measuring 2.8m x 0.3m with a depth of 0.3m Break of slope (top & base): sharp - 90 degrees Straight sides with a flat, slightly concave base"
4209,NO CARD
4209,Yellow clay within hearth 4216
4209,Yellow clay within hearth 4216. Found in hearth section only and therefore not excavated in 2003. Section no: 482
4210,Burnt clay around hearth 4216
4210,"Red burning of clay (4209) around hearth 4216. After excavation, it was evident that (4210) is the same red clay as (4201). Strat below (3817). Strat above (4209). Completely removed in 2003. Plan no: 21.116 Section no: 482 Sample no: Bulk sample - parent series 667 Accuracy rating - 5"
4210,"Soft, dark reddy brown silty clay Extent: 0.26m x 0.24m"
4211,Dark grey pot with a red interior measuring 0.44m x 0.3m x 0.02m
4211,Possible quenching pot associated with a small hearth directly north. Found in fragments . Exact relationships not yet determined. Strat below (3532). Strat above (4214). Completely removed in 2003. Plan no: 28.113 Accuracy rating - 5 Spot Date: 1st - 2nd century AD
4211,Quenching pot
4212,"Hard, red clay with no inclusions Extent: 0.15m x 0.15m   Thickness: 0.03m Diffuse edge definition"
4212,Hearth
4212,Partially destroyed hearth overlying charcoal (4213) probably associated with larger hearth to the north and possible quenching pot to the south. Strat below (3532). Completely removed in 2003. Plan no: 28.114 Accuracy rating - 5
4213,"Hard, black charcoal Extent: 0.19m x 0.17m    Thickness: 0.02m Clear edge definition"
4213,Hearth deposit
4213,"Partially destroyed hearth, probably associated with larger hearth and possible quenching pot. Strat below (4212). Completely removed in 2003.  Plan no: 28.115  Accuracy rating - 5 <I>[ 01/01/2004]</I>"
4214,Burnt clay floor
4214,Burnt clay underlying quenching pot. Strat below (4211). Strat above (4222). Completely removed in 2003. Plan no: 28.116 Accuracy rating - 5
4214,"Firm, red-purple burnt clay Extent: 0.55m x 0.3m   Thickness: 0.06m Diffuse edge definition"
4215,Floor
4215,"Green clay is assumed to be patching at a later date of the orange clay (4152) which was a floor surface of a building. Strat below (3817). Completely removed in 2003 Plan no: 21.109, 21.110 Accuracy rating - 4 Spot Date: late 1st - 2nd century AD"
4215,"Plastic, greeny yellow clay Inclusions: 5-15% stones (S-A) (2-6cm);  <1% charcoal;  1-5% CBM;  <1% pottery Extent: 2m (N-S) x 2.6m (E-W)    Unclear edge definition"
4216,Group number for hearth
4216,Group number for hearth. Samples taken.
4216,NO CARD
4222,Clay spread
4222,Clay spread probably associated with yellow green clay (4160) inside the walls of probable building. Strat below (4214). Partially removed in 2003. Plan no: 28.117 Accuracy rating - 5 Spot Date: mid 1st - 2nd century AD
4222,"Firm, yellow green clay Inclusions: 5-15% stones (S-A) (6-20mm); 5% pottery; 5% charcoal Extent: 1.7m x 1.14m   Thickness: 0.02-0.07m Diffuse edge definition"
4224,Black silt
4224,Black silt with charcoal inclusions underneath a patch of burnt clay. Part of green clay floor inside of house. Strat below (4196). Completely removed in 2003 Plan no: 21.112 Accuracy rating - 4
4224,"Soft, black silt Inclusions: Charcoal Extent: 0.3m x 0.27m;  Thickness: 0.01m"
4225,Accumulation deposit
4225,Deposit of gravelly dense black silt that overlies the green amd orange/yellow house floors. Probably the same as (3817) although significantly stonier. Strat below (3802)=(3804). Strat above (4215). Completely removed in 2003. Plan no: 21.114 Accuracy rating: 4 Spot Date: early 2nd century AD
4225,"Soft, dark brown/grey medium silt Inclusions: 35-70% stones (S-R) (R) ranging in size from 2mm to 6cm; 1-5% CBM Extent: 3m x 3m;  Thickness: 0.06m"
4231,"Dark, greyish brown clayey silt Inclusions: 5-15% stones (S-R) (2-6mm); 15% charcoal Extent unknown;  Thickness: 0.07m Clear edge definition"
4231,Occupation deposit
4231,Occupation deposit excavated within the hearth slot. Underlies yellow green clay (4160). Strat above (4232). Partially removed within slot in 2003 and excavated as (7102) in 2006.  <br />Not planned <br />Section no: 492 <br />Accuracy rating: 4
4232,Clay spread
4232,Clay spread seen in section of hearth slot. Possibly associated with clay (4245) to the east of Victorian trench in the section. Strat below (4231). Strat above (4235). Partially removed within slot in 2003.  Not planned Section no: 492 Accuracy rating: 4-5
4232,"Firm, mid orange-yellow clay Inclusions: 5-15% stones (A) (6-20mm) Extent unknown;  Thickness: 0.01m Clear edge definition"
4234,Group number for hearth
4234,Group number for hearth. Excavated within a hearth slot but not in plan in 2003.
4234,NO CARD
4235,Accumulation deposit
4235,"Friable, dark brownish grey clayey silt Inclusions: 1-5% stones (S-R) (2-6mm);  CBM and charcoal Extent unknown;  Thickness: 0.02m Clear edge definition"
4235,Silty accumulation deposit in section of hearth. Possibly associated with silt (4246) to the east of Victorian trench within the section. Strat below (4232). Strat above (4236). Partially removed within slot in 2003 and excavated as (7108) in 2006. <br />Not planned <br />Section no: 492 <br />Accuracy rating: 4
4236,Clay spread
4236,Clay spread in section of hearth slot. Possibly associated with the yellowish green clay (4247) to the east of Victorian trench within the section.  Strat below (4235). Strat above (4237). Partially removed within slot in 2003. Not planned. Section no: 492 Accuracy rating: 5
4236,"Firm, light yellowish green silty clay Inclusions: 1-5% stones (S-R) (6-20mm); Sparse charcoal Extent unknown;  Thickness: 0.03m"
4237,"Friable, mid-yellowish brown sandy silt Inclusions: >70% (S-A) (2-6cm) Extent unknown;  Thickness: 0.06m Clear edge definition"
4237,Gravel spread
4237,Gravel spread. Strat below (4236) and (4247). Strat above (4766). Partially removed within slot in 2003 and excavated as (7113) in 2006. <br />Not planned<br />Section no: 492 <br />Accuracy rating: 3-4
4243,Accumulation deposit
4243,"Loose, dark greeny brown silt Inclusions: 15% stones (A) (6-20mm); 5% CBM (6-20cm); All inclusions poorly sorted Extent: 3m x 1.8m Clear edge definition"
4243,"Silt overlying clay floor (4170) suggesting a brief period of abandonment. Area was exposed for a year. Strat below (3597). Strat above (4170). Completely removed in 2003. Plan no: 20.106, 29.108 Accuracy rating: 4 Spot Date: 2nd century AD?"
4244,Burnt clay
4244,"Burnt clay associated with the 3rd phase of hearth (4234). Strat below (4248). Strat above (4245), (4752), (4753). Partially removed within slot in 2003 (south face and west face). Plan no: 29.239 Section no: 492 Sample no: 951 Accuracy rating: 5"
4244,"Hard, light reddish orange burnt clay No inclusions Extent unknown;  Thickness: 0.07m Diffuse edge definition"
4245,Clay floor
4245,"Hard, mid orange yellow clay Inclusions: Sparse charcoal Extent unknown;  Thickness: 0.04m Diffuse edge definition"
4245,"Yellow clay underlying burnt clay (4244), presumably same original material associated with the last phase of hearth 4232 south facing section. Probably extension of yellow clay (4232) on the west side of Victorian trench cut. Strat above (4246). Partially removed within hearth slot in 2003. Not planned Section no: 492 Accuracy rating: 5"
4246,"Friable, dark purple/grey silt Inclusions: 5-15% stones (S-A) (S-R) (6-20mm) (2-6cm);  15% charcoal Extent unknown;  Thickness: 0.07m Diffuse edge definition"
4246,Occupation deposit
4246,Thick silt deposit with much evidence of burning. In the south face of hearth 4234 section. Strat below (4245). Strat above (4247). Partially removed within hearth slot in 2003<span id='RecordFrame'> and excavated as (7108) in 2006. <br />Not planned <br />Section no: 492 <br />Accuracy rating: 4
4247,Clay floor
4247,"Firm, light yellow green silty clay Inclusions: Sparse charcoal Extent unknown;  Thickness: 0.03m Diffuse edge definition"
4247,"Greeny, silty clay in the south face of hearth 4234 section. Probably associated with green silty clay (4236) on the west side of Victorian trench cut. Strat below (4246). Strat above (4237) and (4751). Partially removed within hearth slot in 2003.  Not planned. Section no: 492 Accuracy rating: 5"
4248,"Friable, dark brownish grey silt Inclusions: 35-70% stones (A) (S-A) (2-6mm) (6-20mm) - moderately well-sorted; Occasional chalk Extent: 0.65m x 0.89m;  Thickness: 0.03m Clear edge definition"
4248,Levelling deposit
4248,"Silt beneath the last tile phase of 4234, acting as a possible levelling surface given that it overlies uneven burnt clay deposit (4244). Strat below (4750). Completely removed in 2003.  Plan no: 29.151  Section no: 492  Accuracy rating - 5 <I>[ 01/01/2004]</I>"
4249,Charcoal rich silt below gravel (4237) at the base of the south face of hearth 4234 section. Partially removed within hearth slot in 2003<span id='RecordFrame'> and excavated as (7144) in 2006. <br /> Not planned <br /> Section no: 492 <br /> Accuracy rating: 5
4249,Occupation deposit
4249,"Soft, mid greyish brown silt Inclusions: 20% charcoal Extent unknown;  Thickness: 0.03m Sharp edge definition"
4354,"Compact, light brown silty clay Inclusions: >70% gravel (S-R) (2-6cm);  1-5% CBM (A) (6-20cm) Extent: 6m (N-S) x 1.23m (E-W)    Thickness: c. 0.03-0.04m"
4354,Gravel make-up layer
4354,"Gravel make-up layer/floor surface laid down to level and cover earlier hearth. Possible preparation for the deposition of clay (3678) which overlies it. Strictly confined to the corridor and does not continue to rooms 4 and 5 indicating that it is later than the walls. Seals north east half of hearth relating to earlier circular structure extending up the corridor to the western side of the Ogham pit [1170]. Possibly the same as (4128) which subsides into the pit under the lobby but separated by wall construction cut [3668]. Strat above wall 2004 and make-up layer (4127). Cut by [1636]. Completely removed in 2003. Plan no: 2.54, 3.73, 11.131 Accuracy rating - 5"
4355,"Construction cut containing partition wall 2004 (and therefore more narrow than cuts for exterior load-bearing walls). Wall 2004 completely fills [4355]. Cuts circular gravel deposit (3398). [4355] was cut at the same time as all of the other cuts associated with the construction of the SW House.  Plan no: 2.62, 3.78, 10.95, 11.131 Section no: 500 Accuracy rating - 5"
4355,Construction cut containing wall 2004
4355,"Linear in plan, measuring 5.14m x 0.46m (top)/0.33m (base) with a depth of 0.28m Break of slope (top & base): sharp Steep sides with a flat base and a U-shaped profile Contains 2004"
4356,"Construction cut containing exterior wall 1746 as seen in section 496. [4356] is only visible on the southern exterior wall due to the continuation of wall 1162 to the NW. Same as construction cut [4360] assigned to wall 1160 and as 1160=1746, the construction cuts are equalled too. Same construction phase as all cuts for the SW House. Plan no: see plan 11.147, 11.150, 12.105 for [4360] Section no: 496 Accuracy rating - 5"
4356,Construction cut containing wall 1746=1160
4356,"Linear in plan, measuring 3.97m x 0.55m with a depth of 0.58m Break of slope (top & base): sharp Straight sides with a flat base Contains 1746"
4359,Construction cut containing partition wall 4099. Adjoins construction cut/ exterior wall [4124]/2022. Contemporary with all cuts associated to the construction of the SW House. [4359] was completely exposed in 2003 with the removal of wall 4099. Cuts (4381).  Plan no: 11.141 Accuracy rating - 5
4359,Construction cut containing wall 4099
4359,"Linear in plan, measuring 1.26m x 0.52m with a depth of 0.32m Break of slope (top & base): sharp Straight sides with a flat base and a U-shaped profile Truncated by Ogham pit [1170] and robber cut [3708] Contains 4099"
4360,"Construction cut containing exterior, load-bearing wall 1160. Same as construction cut [4356] containing wall 1746 because 1746=1160. Wall 1160 was completely removed in 2003 revealing the full extent of [4360], incorporating [4356]. [4360] is wider than construction cuts for the interior partition walls for load-bearing purposes.  Plan no: 11.147, 11.150, 12.105 Section no: 505 Accuracy rating - 5"
4360,Construction cut containing wall 1160
4360,"Linear in plan, measuring 0.57m in width, with a depth of 0.41-0.44m Break of slope (top & base): sharp Fairly straight sides with a flat base and a U-shaped profile Contains 1160 Cut closely follows the line of the wall"
4361,"Construction cut containing partition wall 1157. 1157 is the same build as wall 1150, but the levels for the respective construction cuts are different - [4361] is cut from 0.2m higher than [3638]. [4361] is also more shallow than [3638], but this is because wall 1150 needed underpinning against a slumps. [4361] was fully exposed in 2003, proving to be of the same build as all other cuts for the walls of the SW House. Plan no: 2.69, 2.70, 11.153 Section no: 509 Accuracy rating - 5"
4361,Construction cut containing wall 1157
4361,"Linear in plan, measuring 0.45m in width with a depth of 0.28m Break of slope (top & base): sharp Straight sides with a flat base Contains 1157"
4364,"Construction cut containing walls 2124, 2125, 1162 and 1163"
4364,"Construction cut containing walls 2124, 2125, 1162 and 1163. Runs the full length of SW House. Width of the construction cut suggests that it contained load-bearing walls even though they were interior. Same building phase as all other cuts associated with the construction of the SW House.  Plan no: 2.73, 11.154, 11.155 Accuracy rating - 5"
4364,"Linear in plan with sharp corners, measuring 12m x 0.8m with a depth of 0.32m Break of slope (top & base): sharp Vertical sides with a flat base Contains 2124, 2125, 1162, 1163"
4373,"Construction cut containing interior wall 1158 (and therefore more narrow than the construction cuts for the exterior load-bearing walls). Wall completely fills the cut and there is no evidence for side packing. Wall 1158 was completely removed in 2003, revealing the full extent of [4373]. It is part of a single construction phase for all walls and construction cuts for the SW House. Cuts (3398). Plan no: 11.144, 11.145 Section no: 512 Accuracy rating - 5"
4373,Construction cut containing wall 1158
4373,"Linear in plan, measuring 3.9m x 0.55m with a depth of 0.25m. Width narrows to 0.37m at one particular place midway. Break of slope (top & base): sharp Steep, vertical sides with a flat base and an angular U-shaped profile Contains 1158"
4375,Ephemeral spread of gritty sandy silt / possible occupation layer located close to the junction of walls 2022 and 4099. Heavy truncation makes interpretation difficult. May be part of a series of depositional layers which appear to slump into an earlier feature (probably a large pit) which can be seen in plan in the base of construction cut [4124]. Strat below (4121). Strat above (4382). Cut by [3708]. Completely removed in 2003. Plan no: 11.136 Accuracy rating - 5
4375,"Friable, dark grey brown sandy silt Inclusions: 35-70% stones (S-A) (S-R) (2-6mm) (6-20mm); 40% pea gravel Extent: 0.38m x 0.32m"
4375,Spread
4382,Clay spread
4382,"Compact, greyish yellow silty clay Inclusions: 1-5% stones (S-A) (2-6cm) Extent: 1.27m x 0.7m"
4382,Small clay spread in the lobby part of the slumped sequence. Possibly represents a patching up surface. Strat below (4375) and (4121). Strat above (4386). Cut by [1700] and [3708]. Completely removed in 2003. Plan no: 11.137 Accuracy rating - 5
4384,Cut of possible shallow post hole. Upper profile may already have been truncated. Might be part of a structure associated with the 'link' room or might be a small pit. Located next to the junction of walls 1152 and 2022 but just outside of the square house. Impossible to say whether the feature was structural as so little remains. Cuts (2083). Cut by [4363]. Plan no: 10.93 Section no: 530 Accuracy rating - 5
4384,Possible post hole cut containing (4385)
4384,Semi-circular in plan (due to truncation) measuring 0.7m x 0.4m with a depth of 0.1m Break of slope (top): Sharp;  (base): 45 degrees Steep sides with a flat base  Angular U-shaped profile Contains (4385)
4385,Fill of possible post hole [4384]
4385,Fill of possible post hole. If this is a post hole then it is heavily truncated leaving only half of a shallow scoop. It is impossible to say for sure. Strat below/cut by (4363). Completely removed in 2003. Plan no: 10.94 Section no: 530 Accuracy rating - 4
4385,"Friable, mid brown silty clay Inclusions: 5-15% stones (S-A) (2-6cm); Small specks of CBM dust and charcoal patches Extent: 0.4m x 0.7m;  Thickness: 0.1m"
4386,"Compact, grey yellow fine silt and coarse clay Inclusions: 1-5% stones (S-A) (6-20mm) (2-6cm); Charcoal flecks and occasional red clay Extent: 2.13m (N-S) x 1.82m (E-W)"
4386,Mortar / clay layer
4386,Mortar and clay layer. Potentially a make-up layer for a clay floor surface situated in the subsiding 'lobby' of the SW House. Strat below (4382). Strat above (4128). Cut by [3708] and [1170]. Completely removed in 2003. Plan no: 11.138 Accuracy rating - 5 Spot Date: Claudio-neronian c.40-60AD
4394,"Compact, grey-yellow coarse silt Inclusions: 15-35% stones (S-A) (2-6mm) Extent: 0.28m (N-S) x 0.24m (E-W)"
4394,Mortar spread
4394,Mortar spread located at the junction of walls 2022 and 4094. Strat below (4128). Strat above (4400). Completely removed in 2003. Plan no: 11.148 Accuracy rating - 5
4398,"Compact, yellow clay Inclusions: 1-5% stones (S-A) (6-20mm) (2-6cm) Extent: 0.9m (N-S) x 0.45m (E-W)"
4398,Patchy clay spread
4398,Patchy clay spread. Strat below (4128). Strat above (4400). Completely removed in 2003. Plan no: 11.149 Accuracy rating - 4
4400,Clay/gravel spread
4400,Clay/gravel spread visible beneath (4394) and&nbsp;(4398). Strat above thin occupation&nbsp;layer (4421).&nbsp; Not excavated in 2003.&nbsp; Completely removed&nbsp;in 2004.<BR> Plan no: 11.156 <BR>Accuracy rating - 4 {}
4400,"Compact, dark grey / yellow clayey silt <BR>Inclusions: 5-15% gravel and pea gravel (S-A) (6-20mm) (2-6cm) <BR>Extent: 1.6m (N-S) x 1.4m (E-W) <BR>Large area of clay within this context {}"
4407,"Circular in plan, measuring 1.31m x 1.32m with a depth of 0.1m Break of slope (top): gradual on one side with some sharp areas;    (base): unknown due to heavy truncation Gradually sloping sides with a rounded base Contains (5582)"
4407,"Cut of hearth containing (5582), (5519) and (5520)."
4407,"Cut of hearth containing (5582), (5519) and (5520). Cuts through layer (3925) and floor make-up and overlying floor surface (4420), hence the hearth goes stratigraphically with the latest occupation of structure 5570.  Plan no: 2.105 Section no: 575 Accuracy rating - 5"
4408,Cut of circular structure
4408,"Cut of circular structure F.B. (3925). Cuts (4081). No context card or plan completed for this feature in 2004. To be completed in 2005.<BR>Section no: 573, 575, 589 {21/02/2005 KTOOTELL}"
4409,Gravel spread
4409,"Gravel spread along the NE edge of Room 6. Later than circular feature but earlier than House 1. Cut by construction trenches [4364], [4356] and [4361]. Contained fairly large and compact flint cobbles, clay lenses and occasional lenses of burnt clay. On the same horzon as deposits (4415) and (3398). Strat below (4361), (4364) (4356). Strat above (4438). Completely in 2004.<BR>Plan no: 11.163, 11.168<BR>Accuracy rating - 3 {04/02/2005 KTOOTELL}"
4409,"Soft, dark brown sandy silt with yellow mottling<BR>Inclusions: 15-35% (S-A) (6-20mm) (2-6cm);&nbsp; &gt;20% clay lenses;&nbsp; 75% charcoal<BR>Extent: 5m x 1m;&nbsp;&nbsp;&nbsp; Thickness: 0.05m<BR> {04/02/2005 KTOOTELL}"
4415,"Dark gravel spread overlying yellow clay. On the same stratigraphic level as (4409) and (4424). Strat below (3379). Strat above (6093). Cut by [1170]. Completely removed in 2004. Plan no: 11.166, 11.167 Accuracy rating - 4"
4415,Friable dark brown / grey medium sandy silt Inclusions: 35-70% stones (S-R) (2-6cm);-ß 5-15% gravel (S-A) (2-6mm) (6-20mm) Extent: 0.8m x 1.1m;-ß-ß-ß Thickness: 0.05m Diffuse-ßedge definition
4415,Gravel spread
4417,"Compact, yellow clay and gravel / fine grit<BR>Inclusions: 35-70% gravel (A) (S-A) (2-6mm) (6-20mm)<BR>Extent: 0.23m x 0.16;&nbsp;&nbsp;&nbsp; Thickness: 0.02m<BR> {04/02/2005 GUEST}"
4417,Isolated gravel dump
