"REC_TYPE","FNO","TYPE","DETAILS"
"SF",2721,"C","Deselected"
"BF",30980,"D","Shell, Charcoal. 2 bags 2002"
"BF",30976,"D","1x Dolomite Cementstone tessera, 1x Red Burnt Mudstone tessera, 1 bag 2002 [sig:11/06/2003 SWILLIAMS]"
"BF",30974,"D","Nails 1 bag, Slag 1 bag 2002"
"BF",30978,"D","Animal including teeth. 3 bags 2002"
"BF",30975,"D","Roman. 1 bag 2002"
"BF",30973,"D","Tesserae 1 bag 2002"
"BF",30971,"D","Roman including Samian. 2 bags 2002"
"SF",2587,"D","<p>Samian pot base and body sherd with illegible stamp. [sig:08/01/2003 KTOOTELL]</p><p>&nbsp;<table style="
"SF",2595,"D","<p>Half a ceramic gaming counter. [sig:08/01/2003 KTOOTELL] </p><p>&nbsp;</p><p>Fragment of white-ware pot base; junction of wall and base trimmed to roughly even height.</p><p>[30/05/06 N.Crummy]</p>"
"SF",2595,"C","Deselected"
"SF",2615,"C","Cleaned and conserved at Colchester Museum and returned to the University 19/05/03"
"SF",2615,"D","<p><span></span>Vespasian</p><p>[sig:08/01/2003 KTOOTELL] ---- Arbitrary co-ordinates based on the knowledge that the coin was from Zone 28C [sig:10/06/2003 KTOOTELL] </p><p>&nbsp;</p><p>Vespasian, as, after AD72, worn (E.Besly 22.6.06)</p><p><span style="
"SF",2650,"D","2 fragments of an iron ring. Doesn't join together at one side. [sig:09/01/2003 KTOOTELL]<br /><br />Small iron ring, penannular or damaged, ?finger-ring. Not yet X-rayed. <br />[28/06/2006 N Crummy]"
"SF",2655,"D","Large strip of iron with small prong sticking up at right angles. Possible hinge or door handle. [sig:09/01/2003 KTOOTELL]<br /><br />Tapering strip with returned end, possibly a hinge fragment or corner binding. Not yet X-rayed.<br /><span style="
"SF",2686,"D","<p>Samian stamp - '...EDI..I.M' [sig:10/01/2003 KTOOTELL] </p><p><table style="
"BF",31011,"D","Roman including Samian 1 bag 2001"
"BF",31011,"D","Roman 1 bag 2003"
"BF",31014,"D","Nails 1 bag 2001"
"BF",31014,"D","<SPAN>Fe nails 75g; Fe slag 259.82g 2004</SPAN>"
"BF",31018,"D","Animal 1 bag 2001"
"BF",31018,"D","Animal 10g 2003"
"BF",31018,"D","<SPAN>Animal bone 11.13g 2004</SPAN>"
"BF",31020,"D","Charcoal 1 bag 2001"
"SF",2961,"D","Complete hygiene set. Spoon of ear scoop missing, tweezers and nail cleaner complete. Still attached by a ring."
"SF",2961,"D","<SPAN>Tweezers, nail-cleaner, and ?ear-scoop (terminal missing). Tweezers have notches down sides at top of blades. Nail-cleaner the same but only on one side =front. ?scoop has round shaft made from rolled sheet.</SPAN>"
"SF",2961,"C","<SPAN>COLEM: C040645. Date in: 03-08-04. Date finished: 12-08-04. Condition: Good: complete except for ends of pick and nail cleaner. Encrusted with thin layer of compacted soil and corrosion which overlies a smooth, pale green patina. Some slight areas of surface loss and pitting exposing areas of paler friable corrosion but this does not apppear to be active. Treatment<SPAN>: Removed corrosion - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried air. Laquered - Incralac, 50% in toluene</SPAN> </SPAN>"
"BF",31015,"D","<SPAN>Roman glass 6.93g 2004</SPAN>"
"BF",31031,"D","Roman including Samian 1 bag 2001"
"BF",31034,"D","Nails 1 bag 2001"
"BF",31035,"D","Roman 1 bag 2001"
"BF",31037,"D","Unworked Limestone 1 bag 2001"
"BF",31038,"D","Animal including teeth 1 bag 2001"
"SF",2391,"D","<p>Tip missing. Rectangular eye</p><p>[N.Crummy 18/05/06]</p>"
"SF",2391,"C","<p>Deselected</p><p>[N.Crummy 18/05/06]</p>"
"SF",2454,"D","<P><SPAN></SPAN>Small narrow-shafted pin or peg with globular head.</P>"
"SF",2454,"C","<SPAN>X-ray no: CX668.</SPAN>"
"SA",1135,"D","<SPAN>Simon Hodgekiss undergraduate dissertation. Core for bulk density.</SPAN>"
"SA",1134,"D","<SPAN>Simon Hodgekiss undergraduate dissertation. Core for bulk density.</SPAN>"
"SA",1109,"D","<SPAN>Simon Hodgekiss undergraduate dissertation. Also includes deposits 6170 and 4522.</SPAN>"
"BF",31051,"D","Roman 1 bag 2001"
"BF",31081,"D","Roman 1 bag 2001"
"BF",31091,"D","Roman 1 bag 2001"
"BF",31098,"D","Animal 1 bag 2001"
"BF",31111,"D","Roman 1 bag 2001<br />Roman including Samian, 1Kg 2006<br /><span style="
"BF",31113,"D","Nail-hole 1 bag 2001<br />2 Tegular corners retained for P.Warry, 2006<br /><span style="
"SF",4164,"D","<table cellspacing="
"BF",31114,"D","Fe nails, 2006<br /><span style="
"BF",31115,"D","Roman Glass, 2006<br /><span style="
"BF",31120,"D","Charcoal, 2006<br /><span style="
"BF",31112,"D","Discarded CBM 2006<br /><span gray="" style="">[SWILLIAMS - 11 December 2006 09:58:22]</span>"
"BF",31121,"D","Roman 1 bag 2001"
"BF",31128,"D","Animal 1 bag 2001"
"BF",31130,"D","Charcoal 1 bag 2001"
"BF",31131,"D","Roman 1 bag 2001<br />Roman including Samian, 625g 2006<br /><span style="
"BF",31134,"D","Nails 1 bag 2001<br />Nails 2006<br /><span style="
"BF",31138,"D","Animal 1 bag 2001<br />Animal bone 2006<br /><span style="
"BF",31137,"D","Sample of Mudstone, 2006<br /><span style="
"BF",31191,"D","Roman including Samian 2 bags <539> 2001"
"BF",31193,"D","1 bag <539> 2001"
"BF",31194,"D","Nails 1 bag <539> 2001"
"BF",31194,"D","<SPAN>Fe nails 80g 2004</SPAN>"
"BF",31198,"D","Animal 1 bag <539> 2001"
"BF",31198,"D","<SPAN>Animal bone 222.94g 2004</SPAN>"
"BF",31200,"D","Charcoal 1 bag 2001"
"BF",31200,"D","<SPAN>Charcoal 1.41g 2004</SPAN>"
"SF",2389,"D","Sheet fragment with punched hole, underside burred."
"SF",2389,"C","<SPAN>COLEM: C210623. Date in: 06-12-01. Date finished: 18-01-02.. Condition: Object covered with thin layer of powdery burial deposits mixed with powdery corrosion. Beneath, the surface has traces of dark brown staining (one side only) on a bright green patina. This layer is very fragile and has suffered losses towards the edges. This has exposed a paler friable core beneath which has been actively corroding and is brittle. Treatment: Removed corrosion/&nbsp;burial deposits - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. &nbsp;Air dried. Lacquered - Incralac, 50% in toluene. </SPAN>"
"SF",2393,"D","Copper lump"
"SF",2786,"D","Colchester type; complete but pin detached. Plain, rounded bow. [sig:13/01/2003 KTOOTELL]"
"SF",2786,"C","<SPAN>COLEM: C030304. Date in: 31-03-03. Date finished: 12-05-03. Condition: Complete but pin detached. Fragile original surface compacted with thin layer of soil and powdery corrosion. This has, almost entirely, fractured from the brooch leaving only traces of a brownish patina on the spring of the pin (the rest was powdered and loose in the packaging). Exposed surface has areas of pale green powdery corrosion overlying a pitted metallic core. Some of the corrosion still active. Treatment: Removed corrosion/soil - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried - air. Laquered - Incralac, 50% in toluene.</SPAN>"
"SF",3485,"D","<SPAN>Copper alloy sheet fragment. Slight convex curve on sheeting fragment/strip.</SPAN>"
"SF",3485,"C","<SPAN>Deselected.</SPAN>"
"SF",3495,"D","<SPAN>Small fragment of copper alloy with a curved body and small holes in the top. Possible stud head.-á On Plan No 2.89</SPAN> [sig:27/10/2004 SWILLIAMS]  Small sheet fragment, convex and broken across a hole. Possibly part of the head of a stud. [11/04/2006 N.Crummy]"
"SF",3500,"D","<SPAN>Fe fragment. Square section. Possibly part of a blade? Highly corroded on all but one edge.</SPAN> [sig:27/10/2004 SWILLIAMS]  Nail shank fragment, bent double. [25/04/2006 N.Crummy]"
"SF",3500,"C","X-ray no: CX1083"
"BF",31195,"D","<P><SPAN>Roman glass 6.20g; Glass slag 3.25g 2004</SPAN></P>"
"BF",31197,"D","<SPAN>Burnt flint and chalk 2004</SPAN>"
"BF",31221,"D","Roman including Samian 1 bag 2001"
"BF",31224,"D","Nails 1 bag 2001"
"BF",31226,"D","1x Dolomite Cementstone tessera, 1.924g 2001<br /><span style="
"BF",31231,"D","Roman including Samian 1 bag 2001"
"BF",31234,"D","Nails 1 bag, Other 1 bag 2001"
"BF",31241,"D","Roman <545> 1 bag 2002"
"BF",31244,"D","Nails <545> 1 bag 2002"
"BF",31243,"D","Daub. 1 bag 2002"
"SF",4176,"D","<table cellspacing="
"SF",4180,"D","<table cellspacing="
"****F",4183,"D","<table cellspacing="
"BF",31291,"D","Roman including Samian, 325g 2006<br /><span style="
"BF",31294,"D","Fe Nails, 2006<br /><span style="
"BF",31311,"D","Roman pottery including Samian 5410g 2005<span class="
"BF",31313,"D","CBM retained 2005. Unknown reason<span class="
"BF",31314,"D","Fe nails and slag 2005<span class="
"BF",31315,"D","Roman glass 2005<span class="
"BF",31318,"D","Animal bone 940g 2005<span class="
"BF",31333,"D","<567> 1 bag 2002"
"BF",31331,"D","Roman including Samian 1 bag 2001 Roman <567> 1 bag 2002"
"BF",31334,"D","Nails 1 bag, Slag 1 bag, Other 1 bag 2001 Nails <567> 2002"
"BF",31340,"D","Charcoal <567> 1 bag 2002"
"BF",31336,"D","Tesserae 1 bag 2001"
"BF",31338,"D","Animal 1 bag 2001 Animal <567> 2002"
"BF",31341,"D","Roman including Samian 1 bag 2001"
"BF",31344,"D","Nails 1 bag 2001"
"BF",31345,"D","Roman 1 bag 2001"
"BF",31346,"D","Tesserae 1 bag 2001"
"BF",31350,"D","Charcoal 1 bag 2001"
"BF",31368,"D","Animal including teeth. 1 bag 2002"
"BF",31371,"D","Roman including Samian. 1 bag 2002"
"BF",31398,"D","Animal 1 bag 2002"
"BF",31394,"D","Nails 1 bag 2002"
"BF",31391,"D","Roman 1 bag 2002"
"SF",4023,"D","Annular glass bead.<br />[sig:S Williams 21/03/2006]"
"SF",3717,"D","Virtually complete iron knife, including handle and the majority of the blade. The handle ends in a small circular profile bulge. The blade is angled down from the handle slightly, and there is a very pronounced step at the point where the blade joins the handle. May be a Manning Type 8. Ref: Manning p113. [sig:01/10/2005 SWILLIAMS]  Small knife with integral handle. The end of the handle is rounded. The back of the blade angles downwards from the junction with handle. The edge is slightly concave from sharpening. The tip is missing. Manning 1985, Type 8, Pl. 54, Q25-Q27. The form belongs to the Early Roman period and does not occur in I. A. Britain. [13/04/2006 N.Crummy]"
"SF",3717,"C","X-ray no: CX 1085"
"SF",3913,"D","Complete one-piece Nauheim Derivative brooch. Two bands of relief decoration on each side of the bow; four turn bilateral spring. Excellent preserved condition. Ref: Crummy p.7, Fig.2.1 [sig:11/3/2006 S.Williams]  Complete Nauheim Derivative brooch with knurled margins and knife-edged foot. [6/04/2006 N.Crummy]"
"SF",3913,"C","COLEM: C050961. Date in: 21-09-05. Date finished: 26-01-06. Condition: Complete and in good condition. Encrusted with loose accumulation of gritty soil with a thin compacted layer of green powdery corrosion beneath. Has a smooth grey/green patina beneath. Small areas of surface loss upon one side of spring, exposing a paler friable surface beneath but corrosion does not appear to be active. Treatment: Removed corrosion/soil - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried - air. Lacquered - Incralac, 50% in toluene."
"SF",3933,"D","Complete two-piece Colchester &quot;B&quot; Derivative Brooch. Decoration on central rib running down length of bow. Gilding still visible on back on spring and pin. 8-turns of the spring. No decoration visible on crossbar.  [sig:Sandie Williams 21.3.2006]  Colchester B Derivative; complete though one coil of spring is broken and separate. Pin etc. in different alloy to bow. Fine incised zigzag on bow. Gilding noted above is really exposed metal where the patina has been removed by over-enthusiastic on-site cleaning. [27/04/2006 N.Crummy]"
"SF",3933,"C","COLEM: C050965. Date in: ---08-05. Date finished: ---01-06. Condition: Fair. Treatment: Removed overlying corrosion/soil - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried - air. Lacquered - Incralac, 50% in toluene"
"SF",3963,"D","Body fragment from a facet cut beaker. Clear facet cutting is visible. Colour is clear. 65-160AD Ref: Price and Cottam 1998 p.80-83 [sig:Sandie Williams 21.3.2006]"
"SF",4017,"D","Complete rim from a conical unguent bottle. Fragment is made from blue/green glass which is almost clear due to the thin glass. AD75-125 Isings Form 82b Ref: Price and Cottam 1998 p172-174. [sig:S Williams 21/3/2006]"
"SF",4036,"D","Two equal length fragments of a possible knife blade. Thin in section and quite thin width-wise. Broken off at both ends and quite heavily encrusted.  [sig:S Williams 21/03/2006]   Two joining fragments of a narrow strip, possibly a tang. [13/04/2006 N.Crummy]"
"SF",4036,"C","X-ray no: CX 1080"
"SF",4031,"D","Unidentifiable lump of iron, forms a vaguely pyramidical shape. No other means of identification visible.  [sig:S Williams 21/03/2006]  Small strap-hinge, with most of one arm missing (remainder folded beneath surviving one). There is a single nail hole in the complete arm, which tapers to a point. See Manning 1985, fig. 31,3 and pl. 59, R13. [25/04/2006 N.Crummy]"
"SF",4031,"C","X-ray no: CX1081"
"SF",4028,"D","<SPAN>Thin, slightly convex fragments.</SPAN> [sig:22/09/2005 NCRUMMY] Several small fragments of a cu alloy object. Quite curved in profile, but no way to distinguish what they were. However there are several cut-out areas which may suggest a sieve? [sig:S Williams 21/03/2006]"
"SF",4028,"C","<SPAN>Deselected.</SPAN>"
"BF",31461,"D","<p>Roman pottery including Samian 4850g 2005<span class="
"BF",31464,"D","Fe nails and slag 2005<span class="
"BF",31465,"D","Roman glass 2005<span class="
"BF",31468,"D","<p>Animal bone 390g 2005<span class="
"BF",31479,"D","Copper alloy fragments 1 bag <?> 2001"
"BF",31491,"D","Roman 1 bag 2001 Roman <564> 1 bag 2002"
"BF",31493,"D","<564> 1 bag 2002"
"BF",31540,"D","Charcoal 1 bag 2002"
"BF",31538,"D","Animal 1 bag 2002"
"BF",31534,"D","Nails 1 bag 2002"
"BF",31533,"D","Imbrex. 1 bag 2002"
"BF",31531,"D","Roman including Samian. 2 bags 2002"
"SF",2815,"D","Fragment of buckle loop, possibly military. [sig:14/01/2003 KTOOTELL]<br /><span style="
"SF",2815,"C","<SPAN>COLEM: C030309. Date in: 31-03-03. Date finished: 22-04-03. Condition: Poor. Outer surface has remains of a dark compacted crust, covered with corrosion products and soil. Most of this has detached and is fragmentary in the packaging. Remaining object has an exposed pale green friable core, which is pitted and denuded. Some remains of original surface layer at the two ends but this is bulky and amorphous and is very fragile. Not actively corroding however. Treatment: Removed soil where possible&nbsp;- small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried - air. Laquered - Incralac, 50% in toluene. </SPAN>"
"SF",2825,"D","Base of a dish with partial stamp - '.../MS.F'"
"BF",31541,"D","Roman 1 bag 2001"
"BF",31544,"D","Nails 1 bag 2001"
"BF",31548,"D","Animal including teeth 1 bag 2001"
"BF",31554,"D","Other 1 bag 2002"
"BF",31551,"D","Roman including Samian. 1 bag 2002"
"SF",2490,"D","Possible iron punch(?) Ref: Manning B39."
"BF",31594,"D","Nails 1 bag 2002"
"BF",31594,"D","Nails 3g 2003"
"BF",31594,"D","<SPAN>Nails 25g 2004</SPAN>"
"BF",31591,"D","<p>Roman. 1 bag 2002 [sig:11/06/2003 SWILLIAMS]</p><p>Roman 1 bag 2003 [sig:30/10/2003 SWILLIAMS] </p><p>Roman pottery 50g 2005<span class="
"BF",31595,"D","<SPAN>Roman glass 1.68g 2004</SPAN>"
"BF",31598,"D","<SPAN>Animal bone 2.64g 2004</SPAN>"
"BF",31611,"D","Roman 1 bag 2003"
"BF",31614,"D","<p>Nails 2g 2003 [sig:30/10/2003 SWILLIAMS] </p><p>Fe nails 2005<span class="
"SA",1115,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"SA",1114,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"SA",808,"D","<SPAN>Mixed gravel. Sample exposed for more than 1 season. Contaminated by wind-blown dust. Large stones and one piece of CBM removed. Sample taken because complement to micromorph samples.</SPAN>"
"BF",31610,"D","Roman pottery including Samian 150g 2005<span class="
"BF",31618,"D","Animal bone 10g 2005<span class="
"BF",31619,"D","Opus Signinum 2005<span class="
"BF",31648,"D","Animal <572> 1 bag 2002"
"BF",31647,"D","Lava? Pumice? 1 bag 2002"
"BF",31645,"D","Roman 1 bag 2002"
"BF",31641,"D","Roman <572> 1 bag 2002"
"BF",31644,"D","Nails <572> 1 bag 2002"
"BF",31644,"D","Nails 1 bag 2003"
"SA",572,"D","<SPAN>10 litres of soil processed in 2002. Exposed for weeks, contaminated with wind-blown dust. Sample taken from floor layer (gravel).</SPAN>"
"BF",31651,"D","Roman pottery 10g 2005<span class="
"BF",31698,"D","Animal 1 bag 2002"
"BF",31695,"D","Roman 1 bag 2002"
"BF",31694,"D","Nails 1 bag 2002"
"BF",31691,"D","Roman 1 bag 2002"
"SF",4108,"D","Very fine glass vessel handle with part of the rim still attached to the handle. Base attachment complete, leading onto the thin, fine handle which then folds onto the partial rim.&nbsp; Glass green/blue in colour. Originally found in 2002 but only bulk found at the time.<br /><span style="
"BF",31748,"D","Animal 1 bag 2002"
"BF",31747,"D","Unworked Stone. 1 bag 2002"
"BF",31745,"D","Roman 1 bag 2002"
"BF",31744,"D","Nails 1 bag 2002"
"BF",31741,"D","Roman including Samian. 1 bag 2002"
"BF",31786,"D","Struck flint? 1 bag 2002"
"BF",31786,"D","Closed context 2003"
"BF",31784,"D","Nails 1 bag 2002"
"BF",31784,"D","Nails 5g 2003 Closed Context"
"BF",31783,"D","Wall mortar. 1 bag 2002"
"BF",31783,"D","Closed Context 2003"
"BF",31781,"D","Roman 1 bag 2002"
"BF",31781,"D","Roman 1 bag 2003 Closed Context"
"SF",2926,"D","Vespasian&nbsp;As (worn)&nbsp;[sig:24/11/2003 KTOOTELL]"
"SF",2926,"C","<SPAN>COLEM: C040641. Date in: 03-08-04. Date finished: 16-08-04. Condition: Surface obscured by amorphous layer of corrosion and soil. Has the remains of a roughened and mid-green patina surviving beneath, most completely upon the reverse which has worn but discernible detail. Obverse has suffered greater surface loss and has areas of exposed turquoise corrosion overlying a cupritic core. Corrosion no longer appears to be active. Treatment<SPAN>: Removed corrosion - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried air. Laquered - Incralac, 50% in toluene</SPAN> </SPAN>"
"BF",31788,"D","Animal 50g 2003 Closed context"
"BF",31790,"D","Charcoal 1 bag 2003 Closed Context"
"BF",31800,"D","Charcoal 1 bag 2002"
"BF",31794,"D","Nails 1 bag 2002"
"BF",31793,"D","Footprint 1 bag 2002"
"BF",31791,"D","Roman 1 bag 2002"
"SF",2942,"D","."
"SF",2942,"D","<SPAN>Tweezers, Nail-cleaner, Ear-scoop. Tweezers plain; ear-scoop plain; nail- cleaner has angular top, bellied blade and long points.</SPAN>"
"SF",2942,"C","<SPAN>COLOEM: C040642. Date in: 03-08-04. Date finished: 16-08-04. Condition: Complete. Encrusted with thin, hardened layer of corrosion and soil. Has a pale grey/green patina beneath, roughened by areas of darker, bulky corrosion and by small localised areas of surface loss. These have exposed a layer of paler friable corrosion overlying the core, possibly active in parts. Treatment<SPAN>: Removed corrosion - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried air. Laquered - Incralac, 50% in toluene</SPAN> </SPAN>"
"BF",31801,"D","Roman including Samian 1 bag 2003 Closed context"
"BF",31804,"D","Nails 40g 2003 Closed Context"
"BF",31808,"D","Animal 125g 2003 Closed context"
"BF",31839,"D","Opus Signinum 1 bag 2002"
"BF",31838,"D","<p>Animal 1 bag 2002 [sig:11/06/2003 SWILLIAMS] </p><p>Animal bone 5g 2005<span class="
"BF",31831,"D","Roman 1 bag 2002"
"BF",31848,"D","Animal 1 bag 2002"
"BF",31844,"D","Nails 1 bag 2002"
"BF",31844,"D","Nails 2g 2003"
"BF",31841,"D","Roman 1 bag 2002"
"BF",31841,"D","Roman 1 bag 2003"
"SA",886,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy from the floors of the timber structure predating House 1.</SPAN>"
"SA",887,"D","<SPAN>Samples taken for XRF analysis to look for metallurgical residues from the floors of the timber structure on the site of House 1.</SPAN>"
"BF",31868,"D","Animal 1 bag 2002"
"BF",31868,"D","Closed Context 2003"
"BF",31861,"D","Roman 1 bag 2002"
"BF",31861,"D","Roman 1 bag 2003 Closed Context"
"BF",31888,"D","Animal 1 bag 2002"
"BF",31881,"D","Roman 1 bag 2002"
"BF",31988,"D","Animal. 1 bag 2002"
"BF",31986,"D","Stone (worked) 1 bag 2002"
"BF",31985,"D","Roman 1 bag 2002"
"BF",31984,"D","Nails 1 bag 2002"
"BF",31981,"D","Roman 1 bag 2002"
"SF",2579,"D","Iron key in 2 pieces."
"BF",32007,"D","<SPAN>Chalk and fire-cracked flint 2004</SPAN>"
"BF",32008,"D","<SPAN>Animal bone 20.76g 2004</SPAN>"
"SA",790,"D","<SPAN>Mortar sample. Sample exposed for weeks and contaminated by wind-blown dust.</SPAN>"
"SA",659,"D","<SPAN>Mortar sample.</SPAN>"
"BF",32015,"D","Roman 1 bag 2001"
"BF",32014,"D","Nails 1 bag 2001"
"BF",32011,"D","Roman 1 bag 2001"
"BF",32050,"D","Charcoal 1 bag 2003"
"SF",2438,"D","<P><SPAN></SPAN>Strip fragment</P>"
"SF",2438,"C","<SPAN>X-ray no: CX665</SPAN>"
"BF",32041,"D","<p>Roman 1 bag 2003 [sig:11/01/2004 SWILLIAMS] </p><p>Roman pottery including Samian 1750g 2005<span class="
"BF",32044,"D","<p>Nails 2g 2003 [sig:11/01/2004 SWILLIAMS]</p><p><span>Nails 200g 2004</span> [sig:26/12/2004 SWILLIAMS] </p><p>Nails 2005<span class="
"BF",32048,"D","<p>Animal 150g 2003 [sig:11/01/2004 SWILLIAMS]</p><p><span>Animal including burnt and teeth, 148.71g 2004</span> [sig:26/12/2004 SWILLIAMS] </p><p>Animal bone including teeth 200g 2005<span class="
"BF",32045,"D","Roman glass 2005<span class="
"BF",32055,"D","Worked Stone 1 bag 2002"
"BF",32053,"D","Tesserae 1 bag 2002"
"BF",32051,"D","Samian 1 bag 2001 Roman including Samian 1 bag 2002"
"BF",32080,"D","Charcoal <566> 1 bag 2003"
"BF",32080,"D","Charcoal <569> 1 bag 2002"
"BF",32078,"D","Animal including Tusk. 1 bag 2001 Animal <569> 1 bag 2002"
"BF",32074,"D","Nails 1 bag 2001 Nails 1 bag 2002"
"BF",32071,"D","Roman 1 bag 2001 Roman 1 bag 2002"
"BF",32073,"D","<569> 1 bag 2002"
"SF",2453,"D","<P><SPAN></SPAN>Strap fragment (in 3 pieces)</P>"
"SF",2453,"C","<SPAN>X-ray no: CX665</SPAN>"
"SF",2806,"D","Leather cleat. Ref: Manning pg.131, fig.54-64"
"BF",32098,"D","Animal including Teeth. 1 bag 2002"
"BF",32097,"D","Burnt Flint 1 bag 2001"
"BF",32096,"D","1x Dolomite Cementstone tessera 2001<br />1x Dolomite Cementstone tessera 2002 [sig:15/06/2003 SWILLIAMS]<span style="
"BF",32094,"D","Nails 1 bag 2001 Nails 1 bag, Slag 1 bag 2002"
"BF",32091,"D","Roman including Samian. 1 bag 2002"
"BF",32093,"D","Score Marks. 1 bag 2001"
"BF",32328,"D","Animal 1 bag 2002"
"BF",32329,"D","Cu Other. 1 bag 2002"
"BF",32326,"D","11x Dolomite Cementstone tesserae, 1x Red Burnt Mudstone tessera, 21.155g 2002 [sig:15/06/2003 SWILLIAMS]"
"BF",32325,"D","Roman 1 bag 2002"
"BF",32321,"D","Roman including Samian. 1 bag 2002"
"BF",32324,"D","Nails 1 bag, Slag 1 bag 2002"
"SF",2639,"D","<p>Fragments of pin and spring. [sig:09/01/2003 KTOOTELL] </p><p>&nbsp;</p><p>Bow and part of spring of small Nauheim Derivative brooch. Bow rectangular in section.</p><p>[30/05/06 N.Crummy]</p>"
"SF",2639,"C","<SPAN>COLEM: C030266. Date in: 31-03-03. Date finished: 28-04-03. Condition: Encrusted with thick amorphous corrosion and soil. Little original surface extant beneath; some traces of a dark compact layer but this is largely disrupted and pitted, exposing pockets of pale green powdery corrosion and also a denuded metal core. Active corrosion towards the thicker broken end. Treatment: Removed corrosion/soil - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum.. Rinsed - IMS. Dried - air. Laquered - Incralac, 50% in toluene. </SPAN>"
"SF",2659,"D","Part of a key - 3 prongs. (Ref: Manning, Plates 40 &amp; 41). [sig:09/01/2003 KTOOTELL]<br /><br />Bit and a small part of the shank from an L-shaped tumbler-lock lift key; bit has three teeth. Not yet X-rayed. [28/06/2006 N Crummy]"
"SF",2660,"D","Iron hook - probably a wall hook. [sig:09/01/2003 KTOOTELL]<br /><br />Small wall-hook. Not yet X-rayed.<br /><span style="
"SF",2785,"D","Iron ring/spacer(?) [sig:13/01/2003 KTOOTELL]<br /><br />Delaminated annular object;&nbsp; possibly a coiled ring. Not yet X-rayed.<span gray="" style=""><br />[NCRUMMY - 06 July 2006 10:14:13]</span>"
"SF",2795,"D","Rectangular-shaped iron object. Possible link or shackle. Equestrian equipment. [sig:14/01/2003 KTOOTELL]<br /><br />Open rectangular loop, ?chain link, ?strap-guide. Not yet X-rayed.<br /><span style="
"SF",2796,"D","<p>Complete turquoise frit melon bead. [sig:14/01/2003 KTOOTELL] </p><p>[30/05/06 N.Crummy]</p>"
"SF",2796,"C","<p>Deselected</p><p>[30/05/06 N.Crummy]</p>"
"SF",2831,"D","Lower half of an iron stylus. [sig:14/01/2003 KTOOTELL]<br /><br />Stylus point fragment. Not yet X-rayed. <br />[28/06/2006 N Crummy]"
"SF",2832,"D","Iron loop/hook. [sig:14/01/2003 KTOOTELL]<br /><br />Loopheaded shank. Possibly part of a figure-of-eight chain link. Not yet X-rayed.<br /><span style="
"BF",32511,"D","Roman including Samian. 2 bags 2002"
"BF",32513,"D","Tesserae 1 bag 2002"
"BF",32514,"D","Nails 1 bag, Other 1 bag 2002"
"BF",32515,"D","Roman 2 bags 2002"
"BF",32516,"D","1x Dolomite Cementstone tessera, 2.675g 2002 [sig:15/06/2003 SWILLIAMS]"
"BF",32518,"D","Animal 1 bag 2002"
"BF",33001,"D","Roman 1 bag 2002"
"BF",33021,"D","Roman 1 bag 2003"
"BF",33023,"D","Scored tile, tile with hobnail marks 2003"
"BF",33024,"D","Nails 1g 2003"
"BF",33025,"D","Roman glass 1 bag 2003"
"BF",33041,"D","Roman including Samian 1 bag 2003"
"BF",33043,"D","Animal prints (dog x 2), Tesserae 1 bag 2003"
"BF",33044,"D","Nails 15g 2003"
"BF",33045,"D","Roman glass 1 bag 2003"
"BF",33048,"D","Animal 50g 2003"
"SF",2964,"D","Moulded piece of cu alloy.  Broken at all sides. Raised ridge at one end, depression at another. [sig:28/07/2003 SWILLIAMS]<br /><br />Fragment of cast copper-alloy with several air holes. Probably an offcut from casting.<br /><span style="
"SF",2964,"C","COLEM: C060167. Date in: ---03-06. Date finished: 29-03-06. Condition: Poor. Covered with thick layer of powdery corrosion and soil. Underlying surface has remains of a dark patina, fairly smooth but pitted and disrupted br paler friable corrosion. Some holes through surface and internal structure seems deteriorated. Treatment: Removed soil/corrosion - small handtools. Degreased - acetone. Stabilised - BTA, 3% in vacuum. Rinsed - IMS. Dried - air. Lacquered - Incralac, 50% in IMS.<br /><span style="
"BF",33121,"D","Roman including Samian 1 bag 2003"
"BF",33123,"D","Deer print 1 bag, Tesserae 1 bag 2003"
"BF",33124,"D","Nails 225g 2003"
"BF",33126,"D","Worked Greensap stone, 1 sample 2003"
"BF",33128,"D","Animal 30g 2003"
"BF",33471,"D","Roman including Samian 1 bag 2002"
